bucket,brand_existing,model_existing,first_year_existing,source_existing,brand_catalog,model_catalog,model_id_catalog,first_year_catalog,year_basis,confidence,sources_catalog,note,reviewer_decision
CATALOG_ONLY,,,,,CAPiTA,Outerspace Living,capita--outerspace-living,2017,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-outerspace-living-snowboard-review-with-davey/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Outsiders,capita--outsiders,2014,introduced,likely,https://thegoodride.com/snowboard-reviews/capita-outsiders-snowboard-review/,,
CATALOG_ONLY,,,,,CAPiTA,Paradise,capita--paradise,2017,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-paradise-snowboard-review-by-steph-w/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Photo Fetish,capita--photo-fetish,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200809/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Qween,capita--qween,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Saturnia,capita--saturnia,2008,earliest_sourced,likely,https://web.archive.org/web/200712/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Scaremaster,capita--scaremaster,2009,earliest_sourced,likely,https://web.archive.org/web/200810/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,CAPiTA,Space Metal Fantasy,capita--space-metal-fantasy,,unknown,likely,https://www.evo.com/shop/snowboard/snowboards/capita | https://thegoodride.com/snowboard-reviews/capita-space-metal-fantasy-snowboard-review-by-steph-w/,,
CATALOG_ONLY,,,,,CAPiTA,Spring Break Powder Racers,capita--spring-break-powder-racers,2020,introduced,verified,https://thegoodride.com/snowboard-reviews/capita-spring-break-powder-racers-snowboard-review/ | https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Spring Break Powder Twin,capita--spring-break-powder-twin,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Spring Break Resort Twin,capita--spring-break-resort-twin,2026,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Spring Break Slush Slasher,capita--spring-break-slush-slasher,,unknown,likely,https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Spring Break Stairmaster,capita--spring-break-stairmaster,2027,earliest_sourced,likely,https://www.evo.com/shop/snowboard/snowboards/capita,,
CATALOG_ONLY,,,,,CAPiTA,Stairmaster,capita--stairmaster,2008,earliest_sourced,likely,https://web.archive.org/web/200710/http://www.capitasnowboarding.com/ | https://web.archive.org/web/200812/http://www.capitasnowboarding.com/,,
CATALOG_ONLY,,,,,Cardiff,Bonsai,cardiff--bonsai,2021,introduced,likely,https://thegoodride.com/snowboard-reviews/cardiff-bonsai-2021-2023-snowboard-review/,,
CATALOG_ONLY,,,,,Cardiff,Crane,cardiff--crane,2020,introduced,verified,https://thegoodride.com/snowboard-reviews/cardiff-crane-2020-2023-snowboard-review/ | https://thegoodride.com/snowboard-reviews/?brand=jones,,
CATALOG_ONLY,,,,,Cardiff,Goat,cardiff--goat,2021,introduced,likely,https://thegoodride.com/snowboard-reviews/cardiff-goat-snowboard-review-with-davey/,,
CATALOG_ONLY,,,,,Cardiff,Lynx,cardiff--lynx,2023,introduced,verified,https://thegoodride.com/snowboard-reviews/cardiff-lynx-snowboard-review/ | https://thegoodride.com/snowboard-reviews/?brand=jones,,
CATALOG_ONLY,,,,,Cardiff,Powgoda,cardiff--powgoda,2021,introduced,verified,https://thegoodride.com/snowboard-reviews/cardiff-powgoda-2021-2022-snowboard-review | https://thegoodride.com/snowboard-reviews/cardiff-powgoda-2026-snowboard-review/,,
CATALOG_ONLY,,,,,Cardiff,Swell,cardiff--swell,2021,introduced,likely,https://thegoodride.com/snowboard-reviews/cardiff-swell-2021-2023-snowboard-review/,,
CATALOG_ONLY,,,,,Checker Pig,C65,checker-pig--c65,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Checker Pig,CPX,checker-pig--cpx,1991,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Checker Pig,F-15 Vinciguerra,checker-pig--f-15-vinciguerra,1992,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Checker Pig,FSC 54,checker-pig--fsc-54,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Checker Pig,G69,checker-pig--g69,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Checker Pig,Swing 6,checker-pig--swing-6,1992,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Coiler,Angrry,coiler--angrry,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,BX,coiler--bx,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,Contra,coiler--contra,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,ExtremeCarve,coiler--extremecarve,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,Monster,coiler--monster,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,Nirvana,coiler--nirvana,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,Stubby,coiler--stubby,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Coiler,VSR AM,coiler--vsr-am,,unknown,likely,https://coiler.com/board-models/,,
CATALOG_ONLY,,,,,Crazy Banana,2-Fast 4-U,crazy-banana--2-fast-4-u,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Babaloo,crazy-banana--babaloo,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Breakout,crazy-banana--breakout,1988,introduced,verified,https://www.michigansnowboardmuseum.com/the-neon-era--other-80s-decks.html | https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Chilli Willi,crazy-banana--chilli-willi,1990,introduced,verified,https://archive.org/details/tws-89-93 | https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Crazy Banana,Espresso,crazy-banana--espresso,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Mr. Rock-It,crazy-banana--mr-rock-it,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Tweak,crazy-banana--tweak,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,Crazy Banana,Voodoo,crazy-banana--voodoo,1990,introduced,likely,https://archive.org/details/tws-89-93,,
CATALOG_ONLY,,,,,Crazy Banana,Woodstock,crazy-banana--woodstock,1991,introduced,likely,https://archive.org/details/ISM-87-91,,
CATALOG_ONLY,,,,,DC,BDR,dc--bdr,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,BFF,dc--bff,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,BFT,dc--bft,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,Biddy,dc--biddy,2011,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,Devun Pro,dc--devun-pro,2011,introduced,verified,https://www.snowboarder.com/transworld-snowboarding-archive/snowboarding-gear/dc-devun-walsh/ | https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,Focus,dc--focus,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,HKD,dc--hkd,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,MLF,dc--mlf,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,PBJ,dc--pbj,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,Ply,dc--ply,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,Tone,dc--tone,2011,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,DC,XFB,dc--xfb,2009,earliest_sourced,likely,https://www.snowdb.com/catalog/dc,,
CATALOG_ONLY,,,,,Division 23,Funaki,division-23--funaki,2006,earliest_sourced,likely,https://web.archive.org/web/200602/http://www.division23.com/ | https://web.archive.org/web/200710/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Fuse,division-23--fuse,2007,earliest_sourced,likely,https://web.archive.org/web/200611/http://www.division23.com/ | https://web.archive.org/web/200706/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Hurricane,division-23--hurricane,2007,earliest_sourced,likely,https://web.archive.org/web/200706/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Peter Line,division-23--peter-line,1993,introduced,likely,https://retrosnow.com/shop/division-23/93-division-23/division-23-peter-line/,,
CATALOG_ONLY,,,,,Division 23,Resistance,division-23--resistance,2007,earliest_sourced,likely,https://web.archive.org/web/200706/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Rhyno,division-23--rhyno,2006,earliest_sourced,likely,https://web.archive.org/web/200602/http://www.division23.com/ | https://web.archive.org/web/200710/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Sakoda,division-23--sakoda,2007,earliest_sourced,likely,https://web.archive.org/web/200706/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Triple H,division-23--triple-h,2006,earliest_sourced,likely,https://web.archive.org/web/200602/http://www.division23.com/ | https://web.archive.org/web/200710/http://www.division23.com/,,
CATALOG_ONLY,,,,,Division 23,Wendy Powell,division-23--wendy-powell,1997,introduced,likely,https://snowboarder.com/featured/1997-preview-of-womens-snowboard-equipment,,
CATALOG_ONLY,,,,,Donek,Flux,donek--flux,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Incline,donek--incline,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Knapton Twin,donek--knapton-twin,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,MK,donek--mk,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Nomad,donek--nomad,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Park Twin,donek--park-twin,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Pulse,donek--pulse,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Saber SBX,donek--saber-sbx,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Donek,Secret,donek--secret,,unknown,likely,https://www.donek.com/,,
CATALOG_ONLY,,,,,Dupraz,D-Tour,dupraz--d-tour,,unknown,likely,https://dupraz-snow.com/,,
CATALOG_ONLY,,,,,Dupraz,D1,dupraz--d1,2015,earliest_sourced,verified,https://thegoodride.com/snowboard-reviews/dupraz-5-5-and-6-review-and-buying-advice/ | https://dupraz-snow.com/,,
CATALOG_ONLY,,,,,Elan,Aero,elan--aero,2012,earliest_sourced,likely,https://www.snowdb.com/catalog/elan,,
CATALOG_ONLY,,,,,Elan,Answer,elan--answer,2005,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200409/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Argon,elan--argon,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Ascent,elan--ascent,2006,earliest_sourced,likely,https://web.archive.org/web/200602/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Aurora,elan--aurora,2000,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200005/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Ballistic,elan--ballistic,2000,earliest_sourced,likely,https://web.archive.org/web/200001/http://www.elansnowboards.com/ | https://web.archive.org/web/200103/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Betty,elan--betty,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Boulevard,elan--boulevard,2000,earliest_sourced,verified,https://www.snowboarder.com/news/board-test-board-specs | https://snowboarder.com/transworld-snowboarding-archive/snowboarding-photos/board-test-wide-rides | https://web.archive.org/web/200007/http://www.elansnowboards.com/ | https://web.archive.org/web/200103/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Crest,elan--crest,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Current,elan--current,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Daisy,elan--daisy,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,El Grande,elan--el-grande,2007,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200610/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Element,elan--element,2000,earliest_sourced,verified,https://www.snowboarder.com/news/board-test-board-specs | https://web.archive.org/web/200007/http://www.elansnowboards.com/ | https://web.archive.org/web/200809/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Endless,elan--endless,2005,earliest_sourced,likely,https://web.archive.org/web/200409/http://www.elansnowboards.com/ | https://web.archive.org/web/200611/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Eragon,elan--eragon,2008,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Gravity,elan--gravity,2007,earliest_sourced,likely,https://web.archive.org/web/200610/http://www.elansnowboards.com/ | https://web.archive.org/web/200707/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Helium,elan--helium,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Hi-Fi,elan--hi-fi,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/elan,,
CATALOG_ONLY,,,,,Elan,Inverse,elan--inverse,2005,earliest_sourced,verified,https://www.snowdb.com/catalog/elan | https://web.archive.org/web/200409/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Krypton,elan--krypton,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,LeeLoo,elan--leeloo,2010,earliest_sourced,likely,https://www.snowdb.com/catalog/elan,,
CATALOG_ONLY,,,,,Elan,Lil Boarder,elan--lil-boarder,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Mantra,elan--mantra,2005,earliest_sourced,likely,https://web.archive.org/web/200409/http://www.elansnowboards.com/ | https://web.archive.org/web/200503/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Message,elan--message,2006,earliest_sourced,likely,https://web.archive.org/web/200602/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Moment,elan--moment,2005,earliest_sourced,likely,https://web.archive.org/web/200409/http://www.elansnowboards.com/ | https://web.archive.org/web/200707/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Neon,elan--neon,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Omni,elan--omni,2007,earliest_sourced,likely,https://web.archive.org/web/200608/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
CATALOG_ONLY,,,,,Elan,Pace,elan--pace,2008,earliest_sourced,likely,https://web.archive.org/web/200709/http://www.elansnowboards.com/ | https://web.archive.org/web/200812/http://www.elansnowboards.com/,,
